epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,102.475,0.87553,0.61361,1.41264,0.97334,0.97,0.9875,0.73882,0.86376,0.55384,1.51694,0.0091684,0.0091684,0.0091684
44,104.826,0.88547,0.62573,1.43947,0.89401,0.92,0.97326,0.68267,1.00234,0.66013,1.72846,0.0091486,0.0091486,0.0091486
45,107.127,0.88611,0.60815,1.42828,0.94841,0.95,0.97647,0.68146,1.02487,0.66673,1.70512,0.0091288,0.0091288,0.0091288
46,109.53,0.84287,0.59333,1.4022,0.87458,0.88,0.93996,0.62396,1.17264,0.79126,1.9676,0.009109,0.009109,0.009109
47,111.833,0.8759,0.61398,1.42081,0.71976,0.87542,0.85144,0.55365,1.10652,0.89262,1.8217,0.0090892,0.0090892,0.0090892
48,114.146,0.896,0.65073,1.44473,0.38712,0.7,0.43007,0.20758,1.93761,2.32766,3.19602,0.0090694,0.0090694,0.0090694
49,116.445,0.86233,0.62699,1.42786,0.95695,0.965,0.98292,0.70645,0.9708,0.62345,1.68545,0.0090496,0.0090496,0.0090496
50,118.749,0.86583,0.59108,1.41084,0.81503,0.94538,0.88481,0.6222,0.94629,0.70749,1.61209,0.0090298,0.0090298,0.0090298
51,121.051,0.89307,0.60112,1.44308,0.83289,0.88278,0.95065,0.70482,0.94967,0.80287,1.6304,0.00901,0.00901,0.00901
52,123.359,0.8843,0.60989,1.41912,0.9767,0.965,0.97702,0.73007,0.94383,0.54517,1.60179,0.0089902,0.0089902,0.0089902
53,125.657,0.86386,0.59526,1.4055,0.97128,0.98,0.97888,0.70428,0.9829,0.56918,1.70332,0.0089704,0.0089704,0.0089704
54,128.039,0.85686,0.59327,1.41268,0.9451,0.93,0.97081,0.67632,1.00794,0.63352,1.71326,0.0089506,0.0089506,0.0089506
