epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,40.1447,2.49378,3.90025,3.03604,0.00055,0.02941,0.0002,4e-05,nan,nan,nan,0.0702239,0.00330846,0.00330846
2,81.6483,2.47755,3.50277,3.14363,0.01495,0.22647,0.009,0.00257,2.56269,inf,3.47781,0.040191,0.00660891,0.00660891
3,122.595,2.46722,3.5619,3.11598,0.00114,0.21765,0.00083,0.00016,3.4328,18.7157,4.39926,0.0101251,0.00987637,0.00987637
4,162.377,2.40422,3.43459,3.04571,0.02469,0.01176,0.01381,0.0043,2.88274,5.55649,3.70877,0.0098515,0.0098515,0.0098515
5,203.451,2.35496,3.34669,2.99526,0.0135,0.00882,0.00062,0.00017,3.46017,19.3074,5.14177,0.009802,0.009802,0.009802
6,243.831,2.34457,3.31703,3.0107,0.13812,0.06471,0.03103,0.00933,2.80358,13.3587,3.98216,0.0097525,0.0097525,0.0097525
7,284.292,2.30021,3.23504,2.95339,0.03986,0.13529,0.03552,0.01418,2.99236,3.75412,3.84315,0.009703,0.009703,0.009703
8,325.091,2.30532,3.23102,2.94016,0.13855,0.09118,0.05305,0.01594,2.40922,3.4473,3.25059,0.0096535,0.0096535,0.0096535
9,365.285,2.30458,3.25023,2.94469,0,0,0,0,nan,nan,nan,0.009604,0.009604,0.009604
10,405.507,2.3222,3.38484,2.94057,0.16124,0.18824,0.09236,0.03616,2.41244,3.22207,3.26982,0.0095545,0.0095545,0.0095545
11,446.327,2.27212,3.14755,2.91995,0.14873,0.08824,0.04628,0.01667,2.29907,3.69575,3.16893,0.009505,0.009505,0.009505
12,486.876,2.28035,3.1636,2.90837,0.09335,0.12059,0.04092,0.01329,2.3653,5.2019,3.26492,0.0094555,0.0094555,0.0094555
13,527.12,2.2486,3.14695,2.88712,0.07273,0.12353,0.05069,0.01632,2.54692,3.52662,3.39033,0.009406,0.009406,0.009406
14,567.587,2.26564,3.10056,2.87498,0.11822,0.11176,0.0509,0.01646,2.34284,3.70797,3.23291,0.0093565,0.0093565,0.0093565
15,607.998,2.26053,3.10591,2.89197,0.20551,0.19412,0.08975,0.03184,nan,nan,nan,0.009307,0.009307,0.009307
16,648.351,2.24437,3.07917,2.86383,0.13317,0.15588,0.07516,0.02526,2.2671,3.30187,3.13796,0.0092575,0.0092575,0.0092575
17,693.568,2.22778,3.0393,2.88076,0.00077,0.03824,0.0003,7e-05,nan,nan,nan,0.009208,0.009208,0.009208
18,733.879,2.21151,3.02425,2.86543,0.07054,0.09706,0.03542,0.01206,2.33613,3.60766,3.27208,0.0091585,0.0091585,0.0091585
19,774.257,2.21093,2.9747,2.86339,0.20756,0.17647,0.10736,0.03751,2.19513,3.15978,3.02429,0.009109,0.009109,0.009109
20,815.242,2.22887,3.00292,2.85188,0.1427,0.09118,0.07468,0.02776,2.3243,3.16683,3.13998,0.0090595,0.0090595,0.0090595
21,855.377,2.22317,2.99092,2.87264,0.17883,0.11176,0.08035,0.03233,2.23301,3.06645,3.11823,0.00901,0.00901,0.00901
22,895.719,2.22007,2.95509,2.8697,0.20393,0.13529,0.08642,0.029,nan,nan,nan,0.0089605,0.0089605,0.0089605
23,936.108,2.18675,2.98531,2.86467,0.23175,0.10588,0.09099,0.02976,2.21176,3.42105,3.14864,0.008911,0.008911,0.008911
24,976.421,2.19087,2.97238,2.84197,0.14542,0.14412,0.07767,0.02336,2.14732,3.09557,3.04764,0.0088615,0.0088615,0.0088615
25,1016.64,2.20961,2.99193,2.88839,0.18163,0.16765,0.10528,0.03423,2.10889,3.03065,3.03054,0.008812,0.008812,0.008812
26,1057.06,2.15332,2.92579,2.81299,0.10471,0.11176,0.05497,0.01821,2.37615,4.50736,3.31217,0.0087625,0.0087625,0.0087625
