epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,1776.47,2.1151,2.74655,2.79026,0.28274,0.28529,0.19551,0.06612,2.03386,2.82912,2.92801,0.007921,0.007921,0.007921
44,1817.45,2.1411,2.75189,2.82818,0.24017,0.15882,0.12946,0.04107,2.08544,2.88395,3.03949,0.0078715,0.0078715,0.0078715
45,1858.32,2.13642,2.73228,2.79158,0.35797,0.17353,0.19068,0.06785,2.0169,2.71388,2.93803,0.007822,0.007822,0.007822
46,1899.27,2.13738,2.72534,2.83953,0.28276,0.22059,0.16979,0.05651,2.0645,2.74183,2.99859,0.0077725,0.0077725,0.0077725
47,1940.21,2.1417,2.73568,2.80775,0.3763,0.23601,0.21681,0.07351,2.02671,2.64812,2.90673,0.007723,0.007723,0.007723
48,1981.29,2.15309,2.7538,2.83789,0.12583,0.27941,0.15567,0.054,2.1517,3.1984,3.00997,0.0076735,0.0076735,0.0076735
49,2022.19,2.11941,2.72163,2.79194,0.28243,0.25,0.1784,0.06556,2.00318,2.67599,2.94825,0.007624,0.007624,0.007624
50,2062.96,2.1441,2.73774,2.78827,0.31238,0.21176,0.19893,0.0698,2.04818,2.76488,2.93744,0.0075745,0.0075745,0.0075745
51,2103.79,2.14118,2.66947,2.79554,0.14324,0.31765,0.18684,0.07147,2.04256,3.03263,2.98115,0.007525,0.007525,0.007525
52,2144.86,2.13881,2.687,2.78957,0.28951,0.28235,0.19399,0.06969,1.9725,2.79359,2.87892,0.0074755,0.0074755,0.0074755
53,2185.75,2.1183,2.73716,2.79655,0.33116,0.26176,0.21736,0.07729,1.99293,2.52253,2.91591,0.007426,0.007426,0.007426
54,2226.97,2.09399,2.64436,2.76625,0.28279,0.22941,0.17289,0.0641,2.0644,2.81932,2.95214,0.0073765,0.0073765,0.0073765
55,2267.85,2.09385,2.63061,2.80056,0.35912,0.21755,0.2018,0.07367,2.01222,2.68475,2.93984,0.007327,0.007327,0.007327
56,2308.88,2.10659,2.64442,2.79054,0.3765,0.24118,0.20171,0.07172,1.98898,2.58356,2.89272,0.0072775,0.0072775,0.0072775
57,2349.49,2.09528,2.62823,2.78288,0.18736,0.32353,0.1988,0.06548,2.02203,3.06394,2.92121,0.007228,0.007228,0.007228
58,2390.59,2.11158,2.59107,2.78282,0.31129,0.29645,0.20678,0.07311,1.99573,3.01652,2.86288,0.0071785,0.0071785,0.0071785
59,2431.62,2.13211,2.6712,2.76696,0.34168,0.24412,0.20608,0.07115,2.03843,2.60231,2.92562,0.007129,0.007129,0.007129
