epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
154,5987.44,1.84573,2.86536,1.75089,0.18722,0.09887,0.07076,0.03062,1.86903,3.00555,1.85621,0.0069706,0.0069706,0.0069706
155,6026.22,1.89431,2.8705,1.79585,0.18924,0.09887,0.07198,0.03073,1.86783,3.00673,1.85538,0.0069508,0.0069508,0.0069508
156,6064.89,1.88447,2.8819,1.7696,0.18977,0.09887,0.07179,0.03063,1.86801,3.00973,1.8557,0.006931,0.006931,0.006931
157,6103.57,1.89783,2.93363,1.76863,0.1978,0.09887,0.07175,0.03066,1.86774,3.01165,1.85496,0.0069112,0.0069112,0.0069112
158,6142.2,1.89987,2.89531,1.7728,0.1989,0.09887,0.0721,0.03091,1.8669,3.01043,1.85491,0.0068914,0.0068914,0.0068914
159,6181.22,1.86571,2.8136,1.75333,0.19781,0.09887,0.07253,0.03105,1.86611,3.01262,1.85493,0.0068716,0.0068716,0.0068716
160,6220.39,1.89515,2.85729,1.76537,0.19037,0.09887,0.07227,0.03089,1.8672,3.01357,1.85528,0.0068518,0.0068518,0.0068518
161,6259.14,1.86207,2.84781,1.75364,0.19141,0.09887,0.07449,0.03204,1.86694,3.01919,1.85527,0.006832,0.006832,0.006832
162,6298.27,1.87518,2.83047,1.75255,0.19309,0.10169,0.07377,0.03195,1.86735,3.02419,1.85539,0.0068122,0.0068122,0.0068122
163,6336.95,1.84967,2.84299,1.74129,0.19306,0.09887,0.07479,0.03209,1.8679,3.02709,1.85556,0.0067924,0.0067924,0.0067924
164,6375.99,1.88527,2.86947,1.78005,0.18956,0.09605,0.07452,0.03274,1.86735,3.03394,1.8555,0.0067726,0.0067726,0.0067726
165,6415.18,1.86761,2.87295,1.77505,0.18573,0.09322,0.07456,0.03262,1.86743,3.03454,1.85645,0.0067528,0.0067528,0.0067528
166,6453.82,1.85194,2.85373,1.75516,0.18487,0.09322,0.07477,0.03266,1.86842,3.04003,1.85734,0.006733,0.006733,0.006733
167,6492.47,1.87805,2.81974,1.76063,0.18686,0.09322,0.07516,0.03274,1.86917,3.04459,1.85775,0.0067132,0.0067132,0.0067132
168,6531.52,1.87049,2.84885,1.75463,0.18487,0.09322,0.07481,0.03259,1.86968,3.04323,1.85844,0.0066934,0.0066934,0.0066934
169,6570.15,1.87282,2.83109,1.76763,0.18762,0.09322,0.07543,0.03289,1.86988,3.04972,1.85951,0.0066736,0.0066736,0.0066736
170,6609.26,1.90326,2.86208,1.7636,0.1913,0.09322,0.07518,0.03275,1.86868,3.05539,1.8598,0.0066538,0.0066538,0.0066538
171,6647.87,1.87431,2.83454,1.77638,0.19102,0.09322,0.07519,0.03281,1.86865,3.05497,1.86035,0.006634,0.006634,0.006634
172,6686.51,1.89656,2.83622,1.77662,0.19947,0.09573,0.07567,0.03294,1.86926,3.05648,1.86046,0.0066142,0.0066142,0.0066142
173,6725.55,1.87758,2.85287,1.75819,0.20033,0.09605,0.07696,0.03312,1.87072,3.05942,1.86026,0.0065944,0.0065944,0.0065944
174,6764.69,1.86249,2.84047,1.76595,0.2004,0.09605,0.0764,0.03309,1.8702,3.06356,1.86058,0.0065746,0.0065746,0.0065746
175,6803.47,1.87155,2.83915,1.75704,0.20296,0.09605,0.07671,0.03336,1.87083,3.06865,1.86115,0.0065548,0.0065548,0.0065548
176,6842.43,1.87562,2.88063,1.75396,0.20007,0.09322,0.07749,0.03357,1.87143,3.07042,1.86133,0.006535,0.006535,0.006535
177,6881.5,1.88046,2.83956,1.7658,0.20319,0.09509,0.07831,0.03357,1.87071,3.071,1.8609,0.0065152,0.0065152,0.0065152
178,6920.79,1.88193,2.85685,1.76817,0.19986,0.09322,0.0778,0.03354,1.87225,3.07835,1.86304,0.0064954,0.0064954,0.0064954
179,6959.5,1.84662,2.79391,1.72923,0.19238,0.08883,0.07834,0.03422,1.87147,3.08086,1.86244,0.0064756,0.0064756,0.0064756
180,6998.63,1.83575,2.8146,1.73602,0.19075,0.08757,0.0779,0.0342,1.87134,3.08477,1.86262,0.0064558,0.0064558,0.0064558
181,7037.24,1.86208,2.79039,1.75576,0.19449,0.0904,0.07847,0.03441,1.86896,3.08117,1.86192,0.006436,0.006436,0.006436
182,7076.24,1.86007,2.81091,1.74754,0.1957,0.0904,0.0781,0.03435,1.86784,3.08405,1.86101,0.0064162,0.0064162,0.0064162
183,7114.89,1.85433,2.8333,1.76104,0.19755,0.08972,0.07851,0.03454,1.86829,3.08472,1.86119,0.0063964,0.0063964,0.0063964
